word,training_document_frequency,feature_mean,correlation
sexually,1,0.0002516,0.0046803136
sexy,1,0.000694575,-0.0047031987
shadowy,1,0.00027545,-0.0051781316
shakespeare,1,0.0009688,-0.0139066999
shaking,0,0.0,0.0
shallow,0,0.0,0.0
shame,1,0.00028395,0.0007463081
shared,1,0.00077775,-0.0056041827
she,7,0.003436075,0.0062517755
sheen,2,0.002105925,-0.0374291036
shelter,1,0.0003903,0.0048814884
shia,0,0.0,0.0
shining,1,0.000569325,0.0078311832
ships,1,0.000141925,0.0003730226
shirts,0,0.0,0.0
shocking,2,0.00171995,-0.0240163758
shoot,0,0.0,0.0
shooting,1,0.000340825,0.0070685758
shop,1,0.000337725,-0.0026396717
shopworn,1,0.000337725,-0.0026396717
short,4,0.001553025,0.0074882916
shorter,1,0.00049975,0.013958142
shot,1,0.000694575,-0.0047031987
shots,2,0.00072825,-0.0123161143
should,6,0.002616325,-0.005354231
shouldn,1,0.000141925,0.0003730226
show,4,0.001283925,0.0211151286
showing,0,0.0,0.0
shown,0,0.0,0.0
shows,2,0.0010661,-0.0089589482
shrugs,1,0.000736325,0.013044399
shuffling,1,0.00027545,-0.0051781316
shut,1,0.0007486,-0.0158482376
sick,1,0.000634725,0.0075923842
side,1,0.0002285,0.0046043916
sidewalk,1,0.0002516,0.0050698684
sign,0,0.0,0.0
signalling,0,0.0,0.0
signs,0,0.0,0.0
silence,1,0.000569325,0.0078311832
silly,1,0.000141925,0.0003730226
simply,1,0.00027545,-0.0051781316
sin,1,0.0006102,-0.0049359133
since,4,0.001147425,-0.0008963678
singers,2,0.001688875,-0.0126278119
single,0,0.0,0.0
sinking,2,0.00070535,-0.0116251055
sinks,1,0.00028395,0.0007463081
sir,1,0.000141925,0.0003730226
sired,1,0.001648375,-0.0307628482
sissy,1,0.0002516,0.0050698684
sister,0,0.0,0.0
sit,2,0.0008159,-0.0046807697
sitcom,1,0.0010935,-0.0163728
site,1,0.0006208,0.0109978106
sitting,1,0.00072185,-0.0149809273
situation,1,0.0007889,0.0038314257
skills,1,0.00077775,-0.0056041827
skitzoid,0,0.0,0.0
sky,0,0.0,0.0
slap,1,0.000250175,-0.0047029917
slapstick,2,0.001057425,0.013967178
sleeping,1,0.000141925,0.0003730226
sleepwalk,1,0.000694575,-0.0047031987
sleepwalking,1,0.00032195,-0.0061786703
slick,0,0.0,0.0
slighter,1,0.000330675,0.0051084588
slightly,1,0.000141925,0.0003730226
slips,0,0.0,0.0
slow,6,0.00336215,-0.0202524625
slowly,0,0.0,0.0
sluggish,1,0.000141925,0.0003730226
small,1,0.000304925,0.0076088598
smallest,1,0.000397275,0.0111953307
smash,1,0.000141925,0.0003730226
smashes,0,0.0,0.0
smoochy,1,0.000340825,0.0070685758
sneak,0,0.0,0.0
snobbery,1,0.0010619,-0.0166041122
so,12,0.0051404,0.0031183741
soaked,0,0.0,0.0
soap,0,0.0,0.0
social,2,0.000946125,-0.0136995507
society,1,0.000808975,2.7674e-06
sociopathic,1,0.000340825,0.0070685758
soft,0,0.0,0.0
soften,0,0.0,0.0
softly,0,0.0,0.0
sold,0,0.0,0.0
solemnly,1,0.000337725,-0.0026396717
solitude,0,0.0,0.0
somber,1,0.000569325,0.0078311832
sombre,1,0.00072185,-0.0149809273
some,16,0.0062582,0.0190182209
somehow,0,0.0,0.0
someone,2,0.001101375,-0.0056087971
something,7,0.003401925,0.01188626
sometimes,1,0.000921925,-0.0138038351
somewhat,1,0.000629175,0.0091902811
somewhere,0,0.0,0.0
son,1,0.000112475,0.000295619
songs,0,0.0,0.0
sontag,1,0.000337725,-0.0026396717
soon,1,0.000354475,0.0044334246
sord,0,0.0,0.0
sorry,1,0.00072185,-0.0149809273
sort,2,0.00043845,0.0067587336
sound,1,0.00072185,-0.0149809273
sounding,0,0.0,0.0
soundly,1,0.000731475,0.0113331821
soundtrack,0,0.0,0.0
south,1,0.00032195,-0.0061786703
southern,1,0.00032195,-0.0061786703
space,0,0.0,0.0
spaceballs,1,0.0002516,0.0050698684
speaking,2,0.00113385,0.0169716462
speaks,2,0.00050365,-0.0095745781
specialty,0,0.0,0.0
specific,0,0.0,0.0
spectacular,1,0.000141925,0.0003730226
speech,0,0.0,0.0
spends,1,0.000354475,0.0044334246
spirit,0,0.0,0.0
spiriting,0,0.0,0.0
spiritually,1,0.00027545,-0.0051781316
spite,1,0.000644,-0.0123592597
splits,0,0.0,0.0
spontaneous,0,0.0,0.0
sport,0,0.0,0.0
sports,0,0.0,0.0
spot,1,0.000731475,0.0113331821
spotless,1,0.0006102,-0.0049359133
sprinkled,1,0.000731475,0.0113331821
square,1,0.0006102,-0.0049359133
ss,0,0.0,0.0
st,0,0.0,0.0
stage,1,0.000278775,0.0043066776
stained,1,0.00027545,-0.0051781316
stand,1,0.000457,0.0085012055
standard,0,0.0,0.0
standing,0,0.0,0.0
stands,0,0.0,0.0
stapleton,1,0.00072185,-0.0149809273
star,1,0.0001289,0.0003387889
staring,1,0.000340825,0.0070685758
stark,1,0.000141925,0.0003730226
starred,1,0.000569325,0.0078311832
starring,1,0.000634725,0.0075923842
stars,5,0.001804425,-0.0006790303
start,1,0.000705425,-0.0056463653
started,0,0.0,0.0
starts,2,0.00093645,-0.0114103294
starved,0,0.0,0.0
stated,1,0.0002516,0.0050698684
states,0,0.0,0.0
stay,1,0.000348275,-0.004786896
stays,2,0.0010088,-0.0122917904
steal,1,0.0001289,0.0003387889
steals,1,0.0003608,0.0101674541
steamy,0,0.0,0.0
steer,0,0.0,0.0
stellar,0,0.0,0.0
step,1,0.0002516,0.0050698684
stephen,0,0.0,0.0
stepped,1,0.000397275,0.0111953307
stereotypes,0,0.0,0.0
stetner,1,0.00033575,0.0083780427
stettner,3,0.001807625,0.0341962178
stevens,1,0.0002579,0.0006778407
stewart,1,0.00028395,0.0007463081
stick,2,0.0005545,0.0018546071
stiff,1,0.000800275,-0.0100707804
stigma,0,0.0,0.0
still,5,0.002376025,0.0177622093
stinker,0,0.0,0.0
stinks,1,0.0002516,0.0050698684
stock,0,0.0,0.0
stone,1,0.000337725,-0.0026396717
stop,1,0.000330675,0.0051084588
stories,2,0.000582975,0.0086840273
story,17,0.0056556,0.0500467356
storyline,2,0.000991925,0.0025893012
storyteller,1,0.00033575,0.0083780427
straight,1,0.000337725,-0.0026396717
straightforward,1,0.00049975,0.013958142
strain,1,0.0010935,-0.0163728
strange,2,0.00118265,-0.0080395909
strangulation,1,0.000337725,-0.0026396717
strap,0,0.0,0.0
street,1,0.000457,0.0092087833
streets,1,0.00100635,0.0202784662
strength,1,0.000397275,0.0111953307
strip,1,0.000141925,0.0003730226
strong,2,0.00102715,-0.0045068801
struck,0,0.0,0.0
struggle,1,0.000397275,0.0111953307
struggles,0,0.0,0.0
struggling,1,0.000250175,-0.0047029917
student,1,0.0015778,0.0076628515
students,1,0.0015778,0.0076628515
stuff,2,0.0008398,-0.013965765
stunning,1,0.000993125,-0.0148699012
stupid,1,0.000212125,0.004274427
style,2,0.00149345,-0.0242754148
styled,1,0.0006102,-0.0049359133
subculture,1,0.00038345,-0.0052703619
subject,1,0.00038345,-0.0052703619
submerged,1,0.000141925,0.0003730226
submitted,1,0.0002516,0.0046803136
subscribe,1,0.000634725,0.0075923842
subtitles,0,0.0,0.0
succeed,1,0.0002516,0.0050698684
succeeded,1,0.000397275,0.0111953307
succeeds,1,0.0002516,0.0050698684
success,0,0.0,0.0
successfully,1,0.001041925,0.0009060697
such,8,0.0041564,-0.0048028592
sucker,1,0.00049975,0.013958142
sudden,1,0.0002516,0.0046803136
suddenly,1,0.0002516,0.0046803136
suffer,0,0.0,0.0
suffered,1,0.000340825,0.0070685758
sufficient,0,0.0,0.0
suffocate,1,0.000141925,0.0003730226
suggest,0,0.0,0.0
suit,1,0.001269425,-0.0240380732
suits,0,0.0,0.0
summer,1,0.00049975,0.013958142
sun,0,0.0,0.0
sundance,1,0.00049975,0.013958142
sunken,1,0.000141925,0.0003730226
sunshine,1,0.000340825,0.0070685758
superb,1,0.00066875,0.0118472711
superiority,0,0.0,0.0
supernatural,1,0.000836725,-0.0066973172
supply,1,0.000141925,0.0003730226
support,0,0.0,0.0
supporting,2,0.0005545,0.0018546071
supportive,1,0.0010619,-0.0166041122
supposed,2,0.001143725,-0.0237368087
sure,2,0.000937875,0.0003415563
surf,1,0.000337725,-0.0026396717
surpass,0,0.0,0.0
surprise,0,0.0,0.0
surprised,1,0.000694575,-0.0047031987
surrogate,1,0.000337725,-0.0026396717
survive,1,0.0007889,0.0038314257
survivor,2,0.000433825,0.0079476487
survivors,1,0.0002516,0.0050698684
susan,1,0.000337725,-0.0026396717
suspense,5,0.003006775,0.0042375817
suspenseful,2,0.000919525,0.0101394925
suspenser,1,0.0002516,0.0046803136
sweden,1,0.000337725,-0.0026396717
swedish,1,0.000675475,-0.0052795388
sweet,0,0.0,0.0
swing,0,0.0,0.0
swinging,0,0.0,0.0
sympathetic,0,0.0,0.0
sympathy,1,0.00027545,-0.0051781316
synopsis,1,0.000330675,0.0051084588
t,22,0.009778475,-0.0145297327
table,0,0.0,0.0
tact,1,0.00032195,-0.0061786703
tailspin,1,0.0002516,0.0046803136
take,5,0.0022657,-0.0107740594
taken,3,0.00101765,0.0090704211
takes,4,0.001547125,-0.0109471905
takeshi,0,0.0,0.0
tale,1,0.0003903,0.0048814884
talent,0,0.0,0.0
talented,1,0.000306725,-0.0023973745
talents,0,0.0,0.0
talk,4,0.00131835,0.0086167007
talking,2,0.001172675,-0.0064935331
talks,0,0.0,0.0
tambor,2,0.00089725,0.0164516627
tan,0,0.0,0.0
tangible,0,0.0,0.0
tape,1,0.000330675,0.0051084588
tapped,0,0.0,0.0
tarantino,1,0.000836725,-0.0066973172
tastes,0,0.0,0.0
tattered,0,0.0,0.0
tatty,0,0.0,0.0
taupin,1,0.000862775,0.0063526048
tea,1,0.0010935,-0.0163728
teach,1,0.000634725,0.0075923842
teachers,1,0.00286585,0.0139184833
teaching,1,0.0007889,0.0038314257
teacup,1,0.0002516,0.0046803136
tears,0,0.0,0.0
tease,0,0.0,0.0
technical,1,0.0009688,-0.0139066999
techniques,1,0.00027545,-0.0051781316
technology,1,0.0002516,0.0050698684
ted,0,0.0,0.0
teddy,1,0.0002516,0.0050698684
teenage,1,0.001648375,-0.0307628482
teens,3,0.004065925,-0.0559891299
teeth,0,0.0,0.0
telephone,1,0.000569325,0.0078311832
television,0,0.0,0.0
tell,1,0.0009995,0.0279162841
telling,0,0.0,0.0
tells,1,0.00030935,0.0038690455
tempest,1,0.0002516,0.0046803136
template,0,0.0,0.0
ten,1,0.0006747,-0.0084905258
tenant,0,0.0,0.0
tender,1,0.0002516,0.0050698684
tense,1,0.00262965,-0.0018731361
tension,2,0.0010415,0.0064474806
tensions,0,0.0,0.0
tenuta,1,0.000694575,-0.0047031987
term,1,0.000306725,-0.0023973745
terrible,0,0.0,0.0
terribly,0,0.0,0.0
terrific,2,0.001099875,-0.0046611744
terry,3,0.000773975,0.0153163013
th,0,0.0,0.0
than,12,0.0036941,0.0129640467
thanks,1,0.000569325,0.0078311832
that,32,0.0160107,0.0381384882
the,40,0.054938875,0.024752456
theater,1,0.000232225,-0.0043655531
theatrical,1,0.000141925,0.0003730226
their,12,0.0044825,0.0049619697
them,7,0.001491125,-0.0070227425
theme,1,0.0007486,-0.0158482376
themselves,1,0.000232225,-0.0043655531
then,3,0.000787425,0.0008960784
therapy,0,0.0,0.0
there,12,0.005822075,0.020716807
these,8,0.00236665,0.0098360891
thespian,1,0.000337725,-0.0026396717
they,13,0.005305275,-0.0471556113
thin,0,0.0,0.0
thing,7,0.003562375,-0.0291949733
things,4,0.00168615,-0.0021066181
think,15,0.00463865,-0.0156668766
thinking,2,0.000858425,-0.0155498423
thinks,0,0.0,0.0
third,2,0.00145635,-0.0057352626
thirty,1,0.0002516,0.0050698684
this,31,0.016194875,-0.0651025577
thomas,3,0.001501475,-0.0310271532
those,7,0.001956125,0.006127773
though,6,0.003730025,-0.0026871895
thought,6,0.002030075,-0.0046524487
threatens,0,0.0,0.0
three,3,0.002054475,-0.008069941
thrill,1,0.000731475,0.0113331821
thriller,6,0.003590625,0.0191639676
thrillers,1,0.000731475,0.0113331821
thrilling,2,0.001673125,-0.0083235614
thrills,1,0.000800275,-0.0100707804
throat,1,0.0006102,-0.0049359133
through,11,0.00336855,0.0033254467
throughout,2,0.0012074,0.0119583392
throw,1,0.000756425,-0.0055268116
thrown,1,0.0002516,0.0050698684
ticket,1,0.0006102,-0.0049359133
tics,1,0.000337725,-0.0026396717
tie,1,0.00033575,0.0083780427
tile,1,0.000141925,0.0003730226
till,0,0.0,0.0
tilt,1,0.0002516,0.0046803136
time,15,0.005438275,-0.0135970478
times,3,0.001030725,0.0156783684
timid,1,0.000694575,-0.0047031987
timidity,1,0.000694575,-0.0047031987
titanic,1,0.000890725,3.0471e-06
titans,0,0.0,0.0
titillate,1,0.000824225,-0.0174492568
title,0,0.0,0.0
to,38,0.02429155,-0.0041913076
together,2,0.000991925,0.0025893012
tokyo,0,0.0,0.0
told,1,0.0007922,0.0221263434
tolerable,1,0.00032195,-0.0061786703
tomlin,1,0.00032195,-0.0061786703
tones,1,0.00033575,0.0083780427
toni,7,0.0027167,0.0493482336
too,11,0.004615975,-0.0053452635
took,1,0.000250175,-0.0047029917
top,3,0.0011332,0.0238111662
topics,1,0.0010935,-0.0163728
torn,1,0.0003903,0.0048814884
torrential,0,0.0,0.0
torture,1,0.00038345,-0.0052703619
total,1,0.000756425,-0.0055268116
totally,0,0.0,0.0
touch,1,0.00049975,0.013958142
touches,1,0.0003608,0.0101674541
tournament,0,0.0,0.0
towering,1,0.000337725,-0.0026396717
town,0,0.0,0.0
toy,1,0.0001289,0.0003387889
track,1,0.00072185,-0.0149809273
trading,0,0.0,0.0
traditionally,1,0.000890725,3.0471e-06
traffic,1,0.0006102,-0.0049359133
trained,0,0.0,0.0
trait,1,0.0002516,0.0046803136
transformation,0,0.0,0.0
transitional,1,0.001314825,-0.000936568
translated,1,0.00077775,-0.0056041827
transparent,0,0.0,0.0
trapped,2,0.0004213,-0.0052727756
trash,0,0.0,0.0
trashy,0,0.0,0.0
trauma,0,0.0,0.0
travails,1,0.0002516,0.0046803136
treasure,1,0.0002516,0.0050698684
treat,0,0.0,0.0
triangle,1,0.000141925,0.0003730226
tricked,1,0.000337725,-0.0026396717
tricks,1,0.000337725,-0.0026396717
tried,2,0.002213575,-0.0244594044
tries,1,0.000681775,0.0060557057
tripe,1,0.00027545,-0.0051781316
triumph,0,0.0,0.0
trouble,0,0.0,0.0
troubled,2,0.0009155,-0.0007689558
troubles,0,0.0,0.0
troubling,1,0.000330675,0.0051084588
truck,1,0.001314825,-0.000936568
true,4,0.00177625,0.0097823642
truly,3,0.001704675,0.0139106861
trust,1,0.0003608,0.0101674541
truth,1,0.00027545,-0.0051781316
truths,1,0.0002516,0.0046803136
try,2,0.0015012,-0.026618903
trying,2,0.00044295,-0.0041291479
turmoil,1,0.001269425,-0.0240380732
turncoat,1,0.000736325,0.013044399
turned,1,0.0016336,-0.0234496128
turning,1,0.00028475,-0.0022256171
turns,2,0.001513725,-0.0116645529
tv,2,0.000979175,-0.0126813411
twenties,0,0.0,0.0
twentieth,0,0.0,0.0
twenty,1,0.000348275,-0.004786896
twist,1,0.000836725,-0.0066973172
twists,0,0.0,0.0
two,7,0.002722025,-0.0072275858
typical,2,0.00198185,-0.0124692206
u,0,0.0,0.0
ubiquitous,1,0.000694575,-0.0047031987
ufortunately,1,0.00032195,-0.0061786703
ugly,0,0.0,0.0
ulterior,1,0.0002516,0.0046803136
ultimately,3,0.001155175,0.0051807822
unable,0,0.0,0.0
unbearably,1,0.0010619,-0.0166041122
undeniable,0,0.0,0.0
under,3,0.001167825,0.0185126825
undercover,0,0.0,0.0
underdog,0,0.0,0.0
underlines,1,0.0002516,0.0046803136
underrated,1,0.000890725,3.0471e-06
understand,0,0.0,0.0
understanding,1,0.00027545,-0.0051781316
understated,1,0.000340825,0.0070685758
underwrites,0,0.0,0.0
unexpected,0,0.0,0.0
unexpectedness,1,0.001041925,0.0009060697
unexplored,1,0.000824225,-0.0174492568
unfolds,1,0.0009463,0.0008229131
unfortunately,2,0.00093645,-0.0114103294
uniforms,0,0.0,0.0
uninspired,1,0.00072185,-0.0149809273
unique,0,0.0,0.0
unless,1,0.000348275,-0.004786896
unlike,1,0.000890725,3.0471e-06
unmasking,1,0.0006102,-0.0049359133
unmentioned,1,0.0002516,0.0046803136
unmistakable,1,0.00027545,-0.0051781316
unnatural,1,0.0009688,-0.0139066999
unnecessary,2,0.0016949,-0.0150253245
unpalatable,1,0.0010619,-0.0166041122
unscathed,1,0.001624175,-0.0365085135
unsettled,1,0.000340825,0.0070685758
unsettling,1,0.0002516,0.0046803136
unsympathetic,1,0.000141925,0.0003730226
until,7,0.00225315,-0.0070930585
unusual,1,0.001314825,-0.000936568
unusually,0,0.0,0.0
up,6,0.00136165,0.0099259969
upon,0,0.0,0.0
upper,1,0.0006747,-0.0084905258
urgency,1,0.000141925,0.0003730226
us,6,0.0016689,0.0032841018
use,2,0.001036575,-0.0013025664
used,1,0.000424225,0.0085483503
useful,1,0.0003903,0.0048814884
users,0,0.0,0.0
using,2,0.000478675,-9.86001e-05
usual,1,0.00066875,0.0118472711
usually,0,0.0,0.0
utter,1,0.000634725,-0.0131733591
utterly,1,0.00032195,-0.0061786703
vagrant,1,0.0002516,0.0050698684
vain,0,0.0,0.0
valli,0,0.0,0.0
valuable,2,0.0004864,0.0052822323
value,0,0.0,0.0
values,1,0.0001289,0.0003387889
vampirism,0,0.0,0.0
vardon,0,0.0,0.0
various,1,0.00033575,0.0083780427
ve,2,0.0008018,0.0148089578
vehicle,1,0.000634725,0.0075923842
veil,1,0.000694575,-0.0047031987
vein,0,0.0,0.0
vending,1,0.000330675,0.0051084588
veneer,1,0.000354475,0.0044334246
venice,0,0.0,0.0
versatile,0,0.0,0.0
version,5,0.00172605,0.0183215469
versions,1,0.000141925,0.0003730226
very,13,0.00687535,0.0236897933
via,0,0.0,0.0
viable,0,0.0,0.0
video,2,0.000398425,0.0046211547
videos,0,0.0,0.0
view,2,0.0031481,-0.0139914097
viewer,0,0.0,0.0
viewers,2,0.0012038,-0.0175579477
viewing,1,0.001648375,-0.0307628482
vigilance,1,0.0003903,0.0048814884
villain,0,0.0,0.0
vilmos,1,0.0009688,-0.0139066999
violence,0,0.0,0.0
violent,1,0.0008799,-0.0126305793
vip,1,0.000141925,0.0003730226
visconti,0,0.0,0.0
visions,0,0.0,0.0
visual,1,0.000306725,-0.0023973745
visually,0,0.0,0.0
visuals,1,0.0010935,-0.0163728
vivid,1,0.0003903,0.0048814884
vividly,0,0.0,0.0
voice,2,0.000937375,0.0131165139
volumes,1,0.001041925,0.0009060697
vote,1,0.0002516,0.0050698684
vulnerable,0,0.0,0.0
waist,0,0.0,0.0
waiting,1,0.0006192,0.005499898
waitress,1,0.00033575,0.0083780427
walk,0,0.0,0.0
walked,1,0.00027545,-0.0051781316
walker,3,0.0022675,-0.0310782412
walking,1,0.000337725,-0.0026396717
walks,0,0.0,0.0
wall,1,0.0002516,0.0050698684
walter,0,0.0,0.0
wanna,0,0.0,0.0
want,3,0.00121395,0.0025784986
wanted,0,0.0,0.0
wanting,0,0.0,0.0
wants,5,0.0016658,0.0306043263
war,1,0.0002516,0.0050698684
warehouse,1,0.00066875,0.0118472711
warren,3,0.002372025,0.0326565179
wars,0,0.0,0.0
was,22,0.0129086,-0.0100723932
washington,1,0.00032195,-0.0061786703
wasn,2,0.00149025,-0.0039393379
wasp,0,0.0,0.0
waste,2,0.001034075,0.0010160976
wasted,1,0.000756425,-0.0055268116
watch,8,0.004022175,-0.0418317472
watchable,1,0.0010935,-0.0163728
watched,2,0.00059845,-0.0094898878
watching,2,0.000764975,0.0017444159
water,1,0.000141925,0.0003730226
way,4,0.001665525,0.005684994
ways,1,0.001314825,-0.000936568
we,4,0.00257745,0.0109648462
weak,1,0.00038345,-0.0052703619
wealthy,0,0.0,0.0
web,0,0.0,0.0
weird,1,0.000836725,-0.0066973172
weirdest,0,0.0,0.0
welcome,1,0.0007889,0.0038314257
well,10,0.004356725,0.0032558819
went,0,0.0,0.0
were,14,0.006342625,-0.0086936921
weren,0,0.0,0.0
werner,0,0.0,0.0
what,12,0.00440255,0.0051827288
whatever,1,0.000500325,-0.0094055135
when,14,0.00392395,0.0033016642
where,8,0.0031003,0.021143045
which,13,0.00443235,0.0343694775
while,3,0.00152365,0.0084447072
whims,0,0.0,0.0
whining,2,0.001214625,-0.0197833533
who,20,0.006476225,0.0068324346
whole,4,0.0026917,-0.0113565815
whom,1,0.00032195,-0.0061786703
whoopi,1,0.000694575,-0.0047031987
whose,2,0.0012406,0.0142708455
why,3,0.002240675,-0.0171710051
wide,0,0.0,0.0
widening,1,0.000330675,0.0051084588
wilde,1,0.000337725,-0.0026396717
will,9,0.003203475,-0.0024829446
willem,1,0.000634725,-0.0131733591
william,3,0.0013308,0.0175616239
williams,12,0.008987525,0.1331008018
wilson,2,0.0003574,0.0049431806
window,0,0.0,0.0
windows,0,0.0,0.0
wine,1,0.00027545,-0.0051781316
winner,1,0.000425875,0.0011193307
winners,0,0.0,0.0
winning,0,0.0,0.0
winter,1,0.000337725,-0.0026396717
wisconsin,1,0.001007125,0.0251310091
wish,0,0.0,0.0
wishing,0,0.0,0.0
wisp,0,0.0,0.0
with,25,0.009557175,0.0132123692
withdrawal,0,0.0,0.0
within,1,0.0003608,0.0101674541
without,5,0.00181705,0.0114486657
withstanding,0,0.0,0.0
wives,2,0.001019225,-0.0147580391
woman,6,0.0022712,0.0032365186
women,1,0.000300325,0.0046395945
won,1,0.000677775,0.0099001752
wonder,1,0.000453875,0.0126768419
wonderful,1,0.00049975,0.013958142
wondering,1,0.0009463,0.0008229131
wont,0,0.0,0.0
wood,1,0.0010619,-0.0166041122
wooden,1,0.00096445,-0.0150803616
woody,7,0.004159175,-0.0682671443
word,0,0.0,0.0
words,2,0.0012452,0.0187425878
work,7,0.00237855,-0.0014520988
worker,1,0.000141925,0.0003730226
workers,0,0.0,0.0
working,0,0.0,0.0
works,1,0.00033575,0.0083780427
world,4,0.001265425,0.0139973409
worn,1,0.001648375,-0.0348969258
worried,1,0.000141925,0.0003730226
worrying,1,0.000503175,0.0101392331
worse,2,0.000855725,-0.0088076857
worst,3,0.0021649,-0.040721307
worth,4,0.00212265,-0.0033313583
would,11,0.00487675,-0.0179609289
wouldn,0,0.0,0.0
wow,1,0.00072185,-0.0149809273
wrapped,1,0.0003903,0.0048814884
wrenching,0,0.0,0.0
write,0,0.0,0.0
writer,3,0.001364675,0.0137475353
writers,2,0.00093115,0.0003680683
writing,0,0.0,0.0
written,6,0.001661275,0.0202412276
wrong,1,0.000726825,-0.0091464746
wrote,2,0.000533425,0.0118594626
wrought,1,0.00027545,-0.0051781316
x,1,0.000681775,0.0060557057
ya,1,0.00032195,-0.0061786703
yadayadayada,0,0.0,0.0
yang,0,0.0,0.0
yeah,0,0.0,0.0
year,6,0.002424725,0.0110063097
years,8,0.00235845,0.0056823326
yes,1,0.001041925,0.0009060697
yet,2,0.00108925,0.0077597342
yoko,0,0.0,0.0
york,5,0.0013075,0.016734002
yorker,1,0.000337725,-0.0026396717
you,19,0.010694925,0.0109631071
young,5,0.001170475,0.0134233235
your,4,0.001535825,0.0063026269
yours,1,0.000337725,-0.0026396717
yourself,1,0.00070635,-0.0050897004
youth,1,0.0002285,0.0042506028
youthful,1,0.00077775,-0.0056041827
zhang,0,0.0,0.0
zsigmond,1,0.0009688,-0.0139066999
zuotian,0,0.0,0.0
